Name,Price,Rating,Proccesor,Core,Thread,RAM(GB),Storage,Graphic_card,Display,Pixel,OS
‎HP Zbook Power G4-A Laptop,66240,70.0,6th Gen AMD Ryzen 7 6800H,Octa Core,16,16,1TB,4GB ‎NVIDIA Quadro T600,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 14s-dr3003TU 832T7PA Laptop,66240,,Intel Pentium Silver N6000,Quad Core,4,8 ,512GB,Intel UHD Graphics,14 inches, 1366 x 768 pixels,Windows 11 OS
HP Pavilion 15s-fq5190TU Laptop,66240,61.0,12th Gen Intel Core i7 1255U,10 Cores (2P + 8E),12,16,512GB,Intel Iris Xe,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Pavilion 15-eg3081TU Laptop,66240,62.0,13th Gen Intel Core i5 1340P,12 Cores (4P + 8E),16,16,512GB,Intel Integrated Integrated,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15-hr0000TU Laptop,66240,52.0,13th Gen Intel Core i5 1335U,10 Cores (2P + 8E),12,8 ,512GB,Intel Integrated Integrated,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15s-fr4001TU Laptop,66240,60.0,11th Gen Intel Core i5 1155G7,Quad Core,8,16,512GB,Intel Integrated Iris Xe,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15-fd0021TU Laptop,66240,53.0,13th Gen Intel Core i5 1335U,10 Cores (2P + 8E),12,8 ,512GB,Intel Iris Xe Graphics,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15-fd0013TU Laptop,66240,52.0,13th Gen Intel Core i5 1335U,10 Cores (2P + 8E),12,16,512GB,Intel Integrated Integrated,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP ProBook 440 G8 5D6U3PA Notebook PC,66240,63.0,11th Gen Intel Core i5 1135G7,Quad Core,8,8 ,512GB,Intel Iris Xe Graphics,14 inches, 1366 x 768 pixels,Windows 11 OS
HP 15-eg3036TU Laptop,66240,65.0,13th Gen Intel Core i7 1360P,12 Cores (4P + 8E),16,16,1TB,Intel Integrated Integrated,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15-fd0006TU Laptop,66240,,13th Gen Intel Core i3 1315U,Hexa Core (2P + 4E),8,8 ,512GB,Intel Integrated Integrated,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15-fd0024TU Laptop,66240,61.0,13th Gen Intel Core i7 1360P,12 Cores (4P + 8E),16,16,512GB,Intel Integrated Integrated,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15-fc0026AU Laptop,66240,50.0,7th Gen AMD Ryzen 3 7320U,Quad Core,8,8 ,512GB,AMD Radeon AMD,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fa0998TX Gaming Laptop,66240,68.0,12th Gen Intel Core i5 12450H,Octa Core (4P + 4E),12,16,512GB,4GB NVIDIA GeForce RTX 3050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fa0666TX Gaming Laptop,66240,62.0,12th Gen Intel Core i5 12450H,Octa Core (4P + 4E),12,16,512GB,4GB NVIDIA GeForce RTX 3050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Spectre x360 16-f2005TX Laptop,66240,,13th Gen Intel Core i7 1360P,12 Cores (4P + 8E),16,32,1TB,4GB  Intel Arc A370M Graphics,16 inches, 3840 x 2400 pixels,Windows 11 OS
HP 15-fc0028AU Laptop,66240,,7th Gen AMD Ryzen 5 7520U,Quad Core,8,8 ,512GB,AMD Radeon AMD,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15-fc0025AU Laptop,66240,51.0,7th Gen AMD Ryzen 3 7320U,Quad Core,8,8 ,512GB,AMD Radeon AMD,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fb0108AX Gaming Laptop,66240,63.0,5th Gen AMD Ryzen 5  5600H ,Hexa Core,12,8 ,512GB,4GB AMD Radeon RX 6500M Graphics,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 247 G8 Laptop,66240,,3rd Gen AMD Ryzen 5 3500U,Quad Core,8,8 ,512GB,AMD Radeon Graphics,14 inches, 1366 x 768 pixels,Windows 11 OS
HP 255 G8 689T4PA Laptop,66240,55.0,3rd Gen AMD Ryzen 3 3250U,Dual Core,4,8 ,512GB,AMD Radeon AMD,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Pavilion Aero 13-be2047AU Laptop,66240,65.0,7th Gen AMD Ryzen 7 7735U,Octa Core,16,16,1TB,AMD Radeon AMD,13.3 inches, 1920 x 1200 pixels,Windows 11 OS
HP 14s-ef1002TU Laptop,66240,55.0,11th Gen Intel Core i3 1115G4,Dual Core,4,8 ,512GB,Intel Integrated UHD,14 inches, 1920 x 1080 pixels,Windows 11 OS
HP 240 G8 689U3PA Business Laptop,66240,59.0,11th Gen Intel Core i5 1135G7,Quad Core,8,8 ,512GB,Intel Iris Xe Graphics,14 inches, 1366 x 768 pixels,Windows 11 OS
HP Victus 15-fb0106AX Gaming Laptop,66240,64.0,5th Gen AMD Ryzen 5 5600H,Hexa Core,12,16,512GB,4GB NVIDIA GeForce RTX 3050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 245 G8 689T3PA Laptop,66240,54.0,3rd Gen AMD Ryzen 3 3250U,Dual Core,4,8 ,512GB,AMD Radeon Graphics,14 inches, 1366 x 768 pixels,Windows 11 OS
HP Victus 15-fb0777AX Gaming Laptop,66240,63.0,5th Gen AMD Ryzen 5  5600H ,Hexa Core,12,8 ,512GB,4GB AMD Radeon RX 6500M Graphics,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 14s-dq2649TU Laptop,66240,55.0,11th Gen Intel Core i3 1115G4,Dual Core,4,8 ,512GB,Intel Integrated UHD,14 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15s- eq2212AU Laptop,66240,53.0,5th Gen AMD Ryzen 3  5300U,Quad Core,8,8 ,512GB,AMD Radeon Graphics,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Envy x360 15-ew0043TU Laptop,66240,62.0,12th Gen Intel Core i5 1235U,10 Cores (2P + 8E),12,16,512GB,Intel Integrated Iris Xe,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Envy x360 13-bf0121TU  Laptop,66240,64.0,12th Gen Intel Core i5 1230U,10 Cores,12,16,512GB,Intel Integrated Iris Xe,13.4 inches, 1920 x 1200 pixels,Windows 11 OS
HP 15s-fq5007TU Laptop,66240,55.0,12th Gen Intel Core i3 1215U,Hexa Core (2P + 4E),8,8 ,512GB,Intel UHD Graphics,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Pavilion 14-dv2014TU Laptop,66240,61.0,12th Gen Intel Core i5 1235U,10 Cores (2P + 8E),12,16,512GB,Intel Integrated UHD Graphics,14 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15s-fq2670TU Laptop,66240,51.0,11th Gen Intel Core i3 1115G4,Dual Core,4,8 ,256GB,Intel Integrated,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 255 G8 6X4B2PA Laptop,66240,,3rd Gen AMD Athlon  3050U,Dual Core,2,4 ,256GB,‎AMD Integrated,15.6 inches, 1920 x 1080 pixels,DOS OS
HP Pavilion 15-eg2018TX Laptop,66240,55.0,12th Gen Intel Core i5 1235U,10 Cores (2P + 8E),12,16,512GB,2GB NVIDIA GeForce MX550,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fb0082AX Gaming Laptop,66240,63.0,5th Gen AMD Ryzen 5  5600H ,Hexa Core,12,8 ,512GB,4GB NVIDIA GeForce RTX 3050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Omen 17-ck1023TX Gaming Laptop,66240,,12th Gen Intel Core i9 12900HX,16 Cores (8P + 8E),24,32,2TB,16GB NVIDIA GeForce RTX 3080Ti,17.3 inches, 2560 x 1440 pixels,Windows 11  OS
HP Omen 16-n0054AX Gaming Laptop,66240,66.0,6th Gen AMD Ryzen 7  6800H,Octa Core,16,16,1TB,6GB NVIDIA GeForce RTX 3060,16.1 inches, 1920 x 1080 pixels,Windows 11 OS
HP Omen 16-k0370TX Gaming Laptop,66240,75.0,12th Gen Intel Core i7 12700H,14 Cores (6P + 8E),20,16,1TB,8GB NVIDIA GeForce 3070Ti,16.1 inches, 1920 x 1080 pixels,Windows 11  OS
HP 247 G8 ‎6B5R3PA Laptop,66240,51.0,5th Gen AMD Ryzen 3  5300U,Quad Core,8,8 ,512GB,AMD Radeon Graphics,14 inches, 1366 x 768 pixels,DOS OS
HP Pavilion x360 14-ek0072TU Laptop,66240,64.0,12th Gen Intel Core i5 1235U,10 Cores (2P + 8E),12,16,512GB,Intel Integrated Iris Xe,14 inches, 1920 x 1080 pixels,Windows 11 OS
HP Pavilion x360 14-ek0074TU Laptop,66240,65.0,12th Gen Intel Core i5 1235U,10 Cores (2P + 8E),12,16,512GB,Intel Integrated Iris Xe,14 inches, 1920 x 1080 pixels,Windows 11 OS
HP Envy x360 13-bf0078TU Laptop,66240,59.0,12th Gen Intel Core i5 1230U,10 Cores (2P + 8E),12,8 ,512GB,Intel Iris X Graphics,13.3 inches, 1920 x 1080 pixels,Windows 11 OS
HP Pavilion x360 14-ek0074TU Laptop,66240,65.0,12th Gen Intel Core i5 1235U,10 Cores (2P + 8E),12,16,512GB,Intel Integrated Iris Xe,14 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fb0053AX Gaming Laptop,66240,62.0,5th Gen AMD Ryzen 7 5800H ,Octa Core,16,16,512GB,4GB NVIDIA GeForce RTX 3050,16.1 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 16-e1061AX Gaming Laptop,66240,62.0,6th Gen AMD Ryzen 7  6800H,Octa Core,16,8 ,512GB,4GB NVIDIA GeForce RTX 3050 Ti,16.1 inches, 1920 x 1080 pixels,Windows 11 OS
HP Pavilion x360 14-ek0088TU Laptop,66240,62.0,12th Gen Intel Core i7 1255U,10 Cores (2P + 8E),12,16,512GB,Intel Iris Xe Graphics,14 inches, 1920 x 1080 pixels,Windows 11 OS
HP 14s-dq3037tu Laptop,66240,,Intel Celeron  N4500,Dual Core</li,,8 ,256GB,Intel Integrated UHD Graphics,14 inches, 1366 x 768 pixels,Windows 11  OS
HP 15s-eq1561AU Laptop,66240,,3rd Gen AMD Ryzen 3  3250U,Dual Core,4,8 ,256GB,AMD Radeon Radeon,15.6 inches, 1366 x 768 pixels,Windows 11 OS
HP Victus 15-fb0050AX Gaming Laptop,66240,63.0,5th Gen AMD Ryzen 5  5600H ,Hexa Core,12,8 ,512GB,4GB NVIDIA GeForce RTX 3050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fa0073TX Laptop,66240,62.0,12th Gen Intel Core i7 12650H,10 Cores (6P + 4E),16,8 ,512GB,4GB NVIDIA GeForce RTX 3050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 14s-dy2507TU Laptop,66240,51.0,11th Gen Intel Core i3 1115G4,Dual Core,4,8 ,256GB,Intel Integrated UHD Graphics,14 inches, 1920 x 1080 pixels,Windows 11 OS
